rt,response,condition
0.5337259769439697,1,teaching
0.40709030628204346,-1,teaching
0.8406995534896851,1,teaching
2.497366189956665,1,teaching
0.5936105251312256,1,teaching
1.1271541118621826,1,teaching
1.3192142248153687,1,teaching
1.2348628044128418,1,teaching
0.9642478823661804,1,teaching
1.9096555709838867,1,teaching
1.1868802309036255,1,teaching
1.3947184085845947,1,teaching
1.7015933990478516,1,teaching
1.0639420747756958,1,teaching
3.279177665710449,1,teaching
1.1528656482696533,1,teaching
2.0971007347106934,1,teaching
1.0726282596588135,-1,teaching
1.18961501121521,1,teaching
0.422029972076416,-1,teaching
1.4808540344238281,1,teaching
2.323263645172119,1,teaching
0.9317935705184937,1,teaching
1.052984595298767,1,teaching
4.608116626739502,-1,teaching
3.3448944091796875,1,teaching
0.5700404047966003,1,teaching
0.8639602065086365,1,teaching
1.5257898569107056,1,teaching
3.987633228302002,1,teaching
1.0981099605560303,1,teaching
2.4520394802093506,1,teaching
0.8502651453018188,-1,teaching
0.6904160976409912,1,teaching
0.49214357137680054,1,teaching
5.925010681152344,1,teaching
3.518505096435547,1,teaching
1.3753401041030884,1,teaching
5.738839626312256,1,teaching
3.685338258743286,1,teaching
2.2268733978271484,1,teaching
0.6259078979492188,1,teaching
1.9672402143478394,1,teaching
0.9855738282203674,1,teaching
0.6139196157455444,1,teaching
2.5851187705993652,1,teaching
0.7416789531707764,1,teaching
0.6718521118164062,1,teaching
0.4646342992782593,1,teaching
2.721484899520874,1,teaching
1.1365715265274048,-1,teaching
0.7080200910568237,1,teaching
2.934262990951538,1,teaching
2.6911559104919434,1,teaching
1.6681933403015137,1,teaching
1.3616230487823486,-1,teaching
0.6137312650680542,1,teaching
2.6929523944854736,1,teaching
0.486066997051239,1,teaching
1.424906611442566,-1,teaching
2.734781265258789,1,teaching
0.8497004508972168,1,teaching
0.8439297080039978,1,teaching
1.1100127696990967,1,teaching
1.350614309310913,1,teaching
2.013862133026123,1,teaching
1.2909572124481201,1,teaching
2.362523317337036,-1,teaching
0.880220353603363,1,teaching
1.804500937461853,1,teaching
1.7330588102340698,1,teaching
0.7211263179779053,1,teaching
3.1972360610961914,1,teaching
1.3282254934310913,1,teaching
1.4770910739898682,-1,teaching
2.141291618347168,-1,teaching
0.5735311508178711,1,teaching
0.5490409135818481,1,teaching
0.909028172492981,1,teaching
3.0721426010131836,1,teaching
1.3692723512649536,1,teaching
1.1493918895721436,1,teaching
1.6766191720962524,1,teaching
1.5101168155670166,1,teaching
1.339695930480957,-1,teaching
2.735933303833008,1,teaching
4.625522613525391,-1,teaching
2.360612392425537,1,teaching
0.9955816864967346,1,teaching
3.177551031112671,-1,teaching
2.232252597808838,1,teaching
1.394447684288025,1,teaching
0.6242023706436157,1,teaching
0.7910379767417908,1,teaching
2.9515388011932373,1,teaching
1.5822635889053345,-1,teaching
2.324958086013794,1,teaching
1.6086636781692505,-1,teaching
0.5476562976837158,1,teaching
0.5369521975517273,1,teaching
1.8684563636779785,1,teaching
2.8413028717041016,1,teaching
2.010162591934204,1,teaching
0.719890832901001,1,teaching
5.4327192306518555,1,teaching
1.7556592226028442,1,teaching
0.6435750722885132,1,teaching
1.2655835151672363,1,teaching
1.3918129205703735,1,teaching
1.4773261547088623,1,teaching
1.5612379312515259,1,teaching
4.144491195678711,1,teaching
1.0756018161773682,1,teaching
1.8861817121505737,1,teaching
1.6783447265625,1,teaching
1.71346914768219,1,teaching
2.770275831222534,1,teaching
0.46822571754455566,1,teaching
2.1320226192474365,1,teaching
1.0529398918151855,-1,teaching
3.302928924560547,1,teaching
2.2437658309936523,1,teaching
