age,age_scaled,income_bracket,urban,region,support
30.617043198115518,-0.9382956801884482,high,1,south,1
63.33399850175857,2.3333998501758573,low,1,east,1
48.85607096963892,0.8856070969638921,high,0,east,1
66.29906973187205,2.629906973187205,low,0,east,0
54.20582682070539,1.420582682070539,low,1,east,1
62.97230087846906,2.2972300878469065,low,1,east,1
40.785475797423764,0.07854757974237643,low,0,east,0
52.30301927266983,1.2303019272669828,medium,0,east,1
36.68701713760605,-0.33129828623939517,medium,1,east,1
32.27654115200884,-0.772345884799116,high,1,east,1
69.9895819777334,2.9989581977733395,low,0,east,0
21.359348098561515,-1.8640651901438485,low,1,east,0
60.709798803071344,2.070979880307134,medium,1,east,1
62.47275524635651,2.2472755246356515,low,1,east,1
35.75292955652651,-0.42470704434734896,low,1,east,0
67.02987039899402,2.7029870398994023,medium,0,east,1
55.99570354882255,1.5995703548822546,low,0,east,0
37.4959338679194,-0.25040661320806024,medium,1,east,1
62.86305868807504,2.286305868807504,high,1,east,1
24.218746841250407,-1.5781253158749593,low,1,east,1
38.7670948546414,-0.12329051453586004,low,1,east,1
59.40063373818946,1.9400633738189463,low,0,east,0
47.00366490920968,0.7003664909209683,high,0,east,0
63.27602505105594,2.327602505105594,low,1,east,0
67.91348046951279,2.791348046951279,low,0,east,0
56.702328285644114,1.6702328285644115,low,0,east,1
49.17188776991946,0.9171887769919458,medium,0,east,1
41.83998269384327,0.1839982693843268,medium,1,east,1
47.221082796840655,0.7221082796840654,low,0,east,1
60.12627987952841,2.012627987952841,high,1,east,0
62.03191284996,2.203191284996,low,1,east,1
50.58611329100571,1.058611329100571,low,1,east,1
69.64335381810602,2.964335381810602,low,1,east,1
61.339425632452986,2.1339425632452986,low,0,east,1
56.74381540597289,1.6743815405972888,medium,1,east,1
44.74181364524874,0.474181364524874,medium,0,east,0
54.79122989193804,1.4791229891938038,low,0,east,1
51.84176844338605,1.1841768443386052,high,1,east,1
60.45088210354625,2.045088210354625,medium,0,east,0
59.01192916334273,1.901192916334273,low,0,east,0
47.784520010018056,0.7784520010018057,low,0,east,1
59.877567178258616,1.9877567178258615,medium,1,east,1
64.460126929486,2.4460126929485995,medium,1,east,1
27.339322366306945,-1.2660677633693056,high,1,east,1
61.54244328819497,2.154244328819497,medium,0,east,1
40.274364018740854,0.02743640187408545,low,1,east,1
32.597562601413344,-0.7402437398586657,medium,1,west,0
34.16537132269122,-0.5834628677308779,high,1,west,1
65.23460556721452,2.5234605567214516,medium,1,west,1
43.24838962238089,0.3248389622380891,medium,1,west,0
44.97712621552214,0.4977126215522141,high,1,west,1
54.28970943067627,1.4289709430676267,medium,1,west,0
38.52230049309714,-0.14776995069028587,medium,1,west,0
68.70208679895838,2.8702086798958377,low,1,west,1
40.51986597645534,0.05198659764553426,low,0,west,1
27.868894697248095,-1.2131105302751906,low,1,west,1
25.821209690450303,-1.4178790309549698,low,1,west,0
61.74224040710862,2.174224040710862,high,0,west,1
63.75165743904153,2.375165743904153,medium,1,west,1
34.481701099394414,-0.5518298900605586,medium,1,west,1
42.36024546687062,0.2360245466870623,medium,1,west,1
49.64505260354519,0.9645052603545189,low,0,west,1
42.02464002613741,0.2024640026137412,medium,1,west,1
24.835088498785822,-1.5164911501214178,low,1,west,1
69.34469493905245,2.9344694939052447,low,1,west,0
45.40368356252218,0.5403683562522182,low,1,west,1
44.35385931289794,0.43538593128979386,low,0,west,0
26.744750048376364,-1.3255249951623636,low,0,west,0
44.39540598875144,0.4395405988751442,low,1,west,0
24.788267064150702,-1.5211732935849298,low,1,west,0
30.018989777782128,-0.9981010222217872,low,0,west,0
22.707731610058676,-1.7292268389941323,high,1,west,0
39.68303348446824,-0.031696651553176025,low,0,west,0
52.99119636677938,1.2991196366779376,low,1,west,1
22.539199467657483,-1.7460800532342517,high,1,west,1
20.026436810496694,-1.9973563189503305,low,0,west,0
53.555633184855466,1.3555633184855467,medium,1,west,0
58.564284726004225,1.8564284726004225,low,0,west,1
48.37157306164962,0.837157306164962,low,0,west,1
66.6297423296354,2.6629742329635406,high,1,west,0
51.5306561383868,1.1530656138386803,medium,0,west,0
56.44174879004075,1.6441748790040749,low,0,west,0
57.91279000171261,1.7912790001712608,medium,1,west,0
34.95140255898167,-0.504859744101833,medium,0,west,0
22.36857054841079,-1.763142945158921,medium,1,west,1
69.80837959243263,2.980837959243263,low,1,west,0
44.63096292278713,0.4630962922787127,medium,1,west,1
43.82268138277463,0.38226813827746325,high,1,west,1
55.73261113834847,1.5732611138348467,low,1,west,1
47.996209125793584,0.7996209125793584,medium,1,west,0
20.18568012131837,-1.981431987868163,medium,1,west,0
64.01963491652981,2.401963491652981,high,0,west,0
41.0957361689712,0.10957361689712002,medium,1,west,0
65.69805675933456,2.5698056759334564,medium,1,west,1
28.35036668904261,-1.164963331095739,medium,0,west,0
31.941368225242876,-0.8058631774757125,low,1,west,1
66.36780331455252,2.6367803314552516,high,1,west,1
56.349570003689855,1.6349570003689855,low,0,west,0
20.41890229329728,-1.9581097706702721,medium,0,west,0
29.89906347803644,-1.0100936521963562,high,1,west,0
33.583018588311795,-0.6416981411688205,medium,1,west,0
69.08088827292576,2.908088827292576,low,1,central,1
29.17071357973675,-1.082928642026325,medium,1,central,0
20.531014644398642,-1.9468985355601358,medium,0,central,1
42.576621224305015,0.25766212243050146,medium,1,central,1
57.40601678454176,1.7406016784541762,low,1,central,1
28.87584584515031,-1.112415415484969,low,1,central,1
30.030720190539753,-0.9969279809460246,low,0,central,0
68.40486804727837,2.840486804727837,medium,0,central,0
43.290428647634634,0.32904286476346345,low,0,central,0
50.02710611262767,1.002710611262767,medium,1,central,1
68.91236733225233,2.891236733225233,low,0,central,1
28.789836056175076,-1.1210163943824925,low,1,central,1
67.13759807117684,2.713759807117684,low,1,central,1
37.148147169696394,-0.2851852830303606,medium,1,central,0
42.516529366665196,0.2516529366665196,medium,0,central,1
56.10141948631967,1.610141948631967,low,1,central,0
29.246785081597626,-1.0753214918402374,medium,1,central,1
36.49369008559635,-0.35063099144036514,medium,0,central,0
68.28984756090561,2.8289847560905614,low,0,central,1
30.58429333617411,-0.941570666382589,low,0,central,0
64.01496044250182,2.4014960442501816,low,0,central,0
20.0904998334016,-1.99095001665984,high,1,central,1
57.8229638718188,1.78229638718188,medium,1,central,1
61.8982929035316,2.1898292903531598,low,1,central,1
45.146732789996605,0.5146732789996605,medium,0,central,1
45.86539662199515,0.5865396621995153,low,0,central,1
66.22804369186274,2.622804369186274,medium,1,central,1
28.395056673026247,-1.1604943326973753,medium,1,central,0
64.27324795911765,2.4273247959117654,low,1,central,1
56.5903330368786,1.6590333036878597,medium,0,central,1
46.46739933374981,0.646739933374981,low,1,central,0
48.229410827671956,0.8229410827671956,low,0,central,1
48.25380702541989,0.8253807025419888,medium,0,central,0
36.12635484223184,-0.3873645157768159,medium,0,central,0
67.4467948235175,2.7446794823517493,low,0,central,0
41.073731413083195,0.10737314130831947,high,1,central,1
28.38422298277396,-1.161577701722604,low,0,central,0
22.644901602668337,-1.7355098397331663,high,0,central,0
57.31055841130683,1.731055841130683,medium,1,central,1
53.265162245700665,1.3265162245700666,low,1,central,0
63.41560873850601,2.341560873850601,medium,1,central,0
59.12987260633072,1.9129872606330722,medium,0,central,1
27.526974471717367,-1.2473025528282633,low,1,central,1
48.353381627411,0.8353381627410996,medium,1,central,1
25.436970726600965,-1.4563029273399035,low,1,central,0
64.3596928122748,2.43596928122748,low,0,central,0
54.3921489812483,1.4392148981248298,high,0,central,1
59.36955147671477,1.9369551476714768,low,0,central,0
35.20262001337499,-0.47973799866250105,low,0,central,0
64.35900599615228,2.435900599615228,medium,0,central,1
21.40766462511336,-1.8592335374886642,high,0,central,0
25.76439978214977,-1.423560021785023,low,1,central,0
58.14043820112234,1.8140438201122344,medium,1,central,0
22.518585328385875,-1.7481414671614126,low,0,central,0
64.42070809382537,2.4420708093825367,medium,1,central,0
33.78555683125636,-0.6214443168743642,high,1,central,0
53.09368516803628,1.309368516803628,low,1,central,1
58.53463258718921,1.8534632587189208,low,0,central,1
61.07920882471154,2.1079208824711544,high,0,central,0
26.5177234760013,-1.34822765239987,medium,1,central,1
69.88823621590774,2.988823621590774,medium,0,coast,1
64.36423025099955,2.4364230250999555,medium,0,coast,0
43.913676890622135,0.3913676890622135,low,1,coast,0
69.43305278678005,2.943305278678005,low,0,coast,1
45.59185096533876,0.5591850965338757,low,1,coast,0
42.75582519133789,0.2755825191337891,medium,0,coast,1
68.05407136851771,2.805407136851771,medium,1,coast,0
40.2083807275606,0.0208380727560602,medium,1,coast,1
36.85158947383456,-0.3148410526165442,low,0,coast,1
67.35803723631875,2.735803723631875,low,0,coast,1
45.58991252347586,0.558991252347586,medium,0,coast,0
31.315842250555537,-0.8684157749444463,medium,1,coast,0
60.368684992548495,2.0368684992548496,low,1,coast,1
44.052571997086105,0.40525719970861046,low,1,coast,0
46.482658709497755,0.6482658709497755,low,0,coast,0
22.162815860014245,-1.7837184139985756,high,1,coast,0
42.33553298537688,0.23355329853768794,medium,1,coast,1
46.093264497950635,0.6093264497950635,medium,1,coast,1
59.525981465305634,1.9525981465305633,low,0,coast,1
53.053645639065444,1.3053645639065443,low,1,coast,0
48.82631398493085,0.8826313984930849,medium,1,coast,1
51.080524205890484,1.1080524205890483,low,1,coast,0
44.65477578498141,0.46547757849814103,low,0,coast,1
33.62128571051679,-0.6378714289483213,low,1,coast,1
31.177176021653217,-0.8822823978346783,low,0,coast,0
22.18485408481874,-1.781514591518126,high,0,coast,1
55.49920210638163,1.549920210638163,medium,1,coast,1
44.97152545281695,0.49715254528169484,low,1,coast,0
51.235659579373134,1.1235659579373134,low,1,coast,1
28.858524470253503,-1.1141475529746496,low,1,coast,1
46.25852653394341,0.625852653394341,low,0,coast,0
43.281567428987614,0.3281567428987614,high,0,coast,1
56.87332081237169,1.6873320812371688,low,0,coast,1
39.20041912815237,-0.07995808718476312,medium,0,coast,0
48.57676431432024,0.8576764314320243,medium,0,coast,1
27.86970064139639,-1.2130299358603611,low,1,coast,1
31.044558377306696,-0.8955441622693303,low,0,coast,0
27.375603207315933,-1.2624396792684067,low,1,coast,0
25.988415787362612,-1.4011584212637387,medium,1,coast,1
22.700506879163513,-1.7299493120836487,medium,1,coast,1
67.25786219941715,2.725786219941715,high,1,coast,0
51.72066958477723,1.1720669584777226,low,0,coast,0
24.711330427730946,-1.5288669572269054,low,1,coast,0
35.7013299299839,-0.42986700700161007,medium,1,coast,1
50.3843016491506,1.03843016491506,low,1,coast,1
63.03697456528601,2.303697456528601,medium,1,coast,0
55.13837014991893,1.5138370149918927,low,0,coast,1
45.92411322564484,0.5924113225644838,medium,1,coast,1
42.18478976870481,0.21847897687048104,low,0,coast,0
42.342400945162936,0.2342400945162936,high,1,coast,1
64.0038331183682,2.4003833118368205,medium,1,coast,1
21.342895117837138,-1.8657104882162863,high,1,coast,0
32.215466446825616,-0.7784533553174384,low,0,coast,0
43.75470676989344,0.37547067698934383,medium,0,coast,1
59.29621913925455,1.9296219139254553,medium,1,coast,1
38.91305953846836,-0.10869404615316398,high,1,coast,1
23.81973031191938,-1.6180269688080622,medium,1,coast,0
53.0248306127544,1.30248306127544,low,0,coast,0
58.74255619502478,1.8742556195024782,medium,0,coast,0
53.12782304073123,1.312782304073123,high,0,coast,0
33.8436193913267,-0.6156380608673302,low,1,coast,0
20.790714711254193,-1.9209285288745808,high,1,coast,1
23.45772780424779,-1.6542272195752212,high,0,coast,1
25.994561284701412,-1.4005438715298588,low,0,coast,1
47.995677408814494,0.7995677408814494,low,0,coast,1
59.546467819663995,1.9546467819663995,medium,1,valley,0
38.20741851191517,-0.1792581488084828,low,1,valley,1
36.84183874237405,-0.3158161257625949,low,1,valley,0
52.83126640006395,1.2831266400063952,low,0,valley,1
27.659886320451477,-1.2340113679548523,medium,0,valley,1
22.634564799041417,-1.7365435200958583,high,0,valley,0
27.099110140771902,-1.2900889859228097,medium,1,valley,0
53.39205775052428,1.339205775052428,medium,0,valley,0
66.84237878399678,2.684237878399678,low,1,valley,1
45.05506784484824,0.5055067844848239,medium,1,valley,1
47.49695001829184,0.7496950018291841,medium,1,valley,1
69.27217765736415,2.9272177657364153,medium,1,valley,0
22.70825039136242,-1.729174960863758,low,1,valley,0
31.178946270490425,-0.8821053729509576,medium,1,valley,0
35.751068218820755,-0.4248931781179245,medium,1,valley,1
21.234424879423624,-1.8765575120576377,medium,1,valley,1
69.78367714476207,2.9783677144762066,low,1,valley,1
64.65258861031175,2.465258861031175,medium,1,valley,1
46.92866252293994,0.6928662522939938,low,0,valley,0
45.59226979365218,0.5592269793652178,low,1,valley,1
63.74985822449444,2.374985822449444,low,0,valley,0
67.61636390718974,2.761636390718974,low,1,valley,1
41.03143238829005,0.10314323882900496,low,0,valley,0
35.72020775039885,-0.4279792249601151,medium,0,valley,0
52.11819066330601,1.211819066330601,medium,1,valley,0
20.778239962835332,-1.9221760037164668,medium,0,valley,0
40.6766201143099,0.06766201143098982,medium,1,valley,0
30.564725392068326,-0.9435274607931674,medium,0,valley,1
69.23536817475377,2.9235368174753775,low,0,valley,0
21.937556112775933,-1.8062443887224067,high,1,valley,1
27.679488577411565,-1.2320511422588436,medium,1,valley,1
50.23251613324291,1.023251613324291,medium,1,valley,1
58.605532482089636,1.8605532482089635,low,1,valley,0
57.73402962731379,1.7734029627313788,medium,1,valley,1
46.97939719962248,0.6979397199622482,medium,0,valley,1
67.55063573145962,2.755063573145962,medium,1,valley,0
65.84913230087398,2.5849132300873974,medium,1,valley,1
34.55964815971085,-0.5440351840289154,medium,1,valley,0
62.035486377293665,2.2035486377293667,low,1,valley,1
21.441735189729638,-1.8558264810270362,high,1,valley,1
32.26337291509591,-0.7736627084904093,medium,0,valley,1
22.035492163964857,-1.7964507836035142,low,1,valley,0
29.838258281966255,-1.0161741718033745,low,1,valley,1
68.03630971345312,2.8036309713453123,medium,1,valley,1
35.431663713687584,-0.4568336286312416,low,1,valley,1
39.20584693467621,-0.07941530653237905,high,1,valley,1
63.84158021423195,2.3841580214231954,low,0,valley,1
22.316961358504333,-1.7683038641495668,medium,0,valley,0
43.174685324166646,0.31746853241666456,low,1,valley,1
46.12384987302985,0.6123849873029847,medium,1,valley,0
36.10217631465246,-0.38978236853475395,low,0,valley,0
28.901301937986105,-1.1098698062013894,low,1,valley,1
60.86477201341597,2.086477201341597,high,0,valley,1
25.37086241780751,-1.462913758219249,high,0,valley,1
58.665707511571306,1.8665707511571306,low,0,valley,0
54.354654466448025,1.4354654466448025,medium,1,valley,0
30.810884778341812,-0.9189115221658188,high,1,valley,0
45.49695120256034,0.549695120256034,medium,1,valley,1
53.12904172226181,1.312904172226181,medium,1,valley,1
42.58981618212278,0.25898161821227816,low,1,valley,0
51.1560210978353,1.11560210978353,low,1,valley,1
43.23257971817708,0.3232579718177078,medium,0,valley,0
55.27213207370247,1.5272132073702473,medium,0,valley,0
62.35420869091836,2.2354208690918362,medium,1,valley,1
63.10283364598681,2.310283364598681,medium,1,valley,0
60.375143675110166,2.0375143675110166,low,1,valley,1
52.29046797473034,1.2290467974730341,medium,1,valley,1
65.1910660910999,2.51910660910999,low,1,valley,0
22.31125460223937,-1.768874539776063,medium,1,valley,0
40.59745638818893,0.059745638818893096,low,1,valley,1
24.337630192219873,-1.5662369807780128,medium,0,hill,1
24.937218263078485,-1.5062781736921516,medium,1,hill,1
66.75976863221241,2.6759768632212415,low,1,hill,1
27.746547932795277,-1.2253452067204722,low,1,hill,1
46.63869433444306,0.6638694334443059,medium,1,hill,0
30.337777895889065,-0.9662222104110935,medium,0,hill,0
29.865183301539236,-1.0134816698460765,high,0,hill,0
22.55445575428046,-1.744554424571954,low,1,hill,1
58.14152567143399,1.814152567143399,high,0,hill,1
42.908359045152345,0.2908359045152345,low,0,hill,1
32.26189411146864,-0.7738105888531358,low,1,hill,1
44.843189377148036,0.4843189377148036,medium,0,hill,1
64.98120359867411,2.4981203598674115,low,1,hill,1
46.45714372647734,0.6457143726477341,medium,1,hill,0
54.96982660601,1.4969826606010002,medium,0,hill,1
51.181819496692576,1.1181819496692575,high,1,hill,1
61.808136009626345,2.1808136009626344,low,1,hill,0
61.92037062419519,2.1920370624195193,low,1,hill,1
43.02020525149385,0.3020205251493849,high,0,hill,0
23.770335691952408,-1.6229664308047593,medium,1,hill,1
55.627112570691416,1.5627112570691417,medium,0,hill,1
66.35195810575541,2.6351958105755413,medium,0,hill,1
55.59555909487903,1.5595559094879028,medium,1,hill,1
38.82431886718312,-0.11756811328168766,high,0,hill,0
49.94923481013984,0.9949234810139842,low,1,hill,0
62.36154086810854,2.236154086810854,low,1,hill,1
28.10608550554782,-1.189391449445218,low,0,hill,1
63.20446597984089,2.320446597984089,low,1,hill,1
67.536519568923,2.7536519568922997,medium,1,hill,1
33.58538834837721,-0.6414611651622792,low,0,hill,0
55.65809652970999,1.5658096529709986,low,0,hill,1
26.22781404081435,-1.3772185959185648,low,0,hill,0
34.20802889765162,-0.5791971102348377,low,1,hill,0
24.00034248572096,-1.599965751427904,low,0,hill,0
46.587829086740825,0.6587829086740825,high,0,hill,1
20.592033454079733,-1.9407966545920268,low,1,hill,0
54.29534352782632,1.4295343527826319,low,0,hill,1
22.169131113224093,-1.7830868886775906,medium,1,hill,0
40.71240751212455,0.07124075121245496,medium,0,hill,0
24.172064271234284,-1.5827935728765716,high,0,hill,1
51.440789038350644,1.1440789038350645,high,0,hill,1
58.78748192246538,1.878748192246538,low,1,hill,1
56.40039280769717,1.6400392807697173,medium,1,hill,0
57.37201915562148,1.737201915562148,medium,1,hill,1
28.1138859064676,-1.1886114093532398,low,1,hill,1
58.22901406622623,1.8229014066226228,medium,1,hill,1
50.42712606757776,1.0427126067577759,high,1,hill,1
64.43041983353542,2.4430419833535426,medium,1,hill,1
51.6302286830807,1.1630228683080701,low,1,hill,1
41.3406952956158,0.13406952956158022,low,1,hill,1
67.88863010327246,2.7888630103272463,high,0,hill,1
57.55631023196671,1.7556310231966712,low,1,hill,1
31.101080573942802,-0.8898919426057198,low,0,hill,1
43.762926497091655,0.37629264970916554,high,1,hill,1
27.95103258483152,-1.2048967415168481,medium,1,hill,1
25.92704871239092,-1.407295128760908,low,1,hill,1
30.38236956558044,-0.961763043441956,low,0,hill,1
63.44886477075388,2.344886477075388,low,1,hill,0
36.78991344126431,-0.3210086558735689,low,1,hill,1
50.684690386639005,1.0684690386639004,low,1,hill,0
62.84481885199376,2.2844818851993756,medium,0,hill,1
43.22623358672297,0.32262335867229697,medium,1,hill,1
60.746554475263274,2.0746554475263275,medium,1,hill,1
49.166344762464625,0.9166344762464625,low,0,hill,0
42.32092523140346,0.23209252314034573,medium,0,hill,1
54.371600656813136,1.4371600656813137,low,1,hill,0
51.89917719738003,1.1899177197380026,medium,1,hill,1
32.42936982328821,-0.7570630176711788,high,1,hill,1
64.22866347588112,2.422866347588112,high,1,hill,1
66.52858148305063,2.652858148305063,medium,1,hill,1
34.35221815909614,-0.564778184090386,low,0,hill,1
43.44099838155883,0.34409983815588274,high,1,hill,1
55.50250856152836,1.5502508561528359,low,1,hill,1
51.57737801687017,1.157737801687017,low,0,hill,0
25.275005215578805,-1.4724994784421195,low,1,hill,1
58.741976811991975,1.8741976811991976,medium,1,hill,0
34.56302048038196,-0.5436979519618041,medium,0,hill,0
28.091977844404525,-1.1908022155595475,medium,1,hill,1
43.86376425019068,0.38637642501906766,medium,1,hill,1
20.031162749784443,-1.9968837250215556,high,1,hill,1
20.38286267788436,-1.9617137322115639,high,1,hill,0
40.29361922240855,0.029361922240855164,low,1,hill,1
33.86193958706981,-0.6138060412930187,medium,1,hill,1
34.44514981737638,-0.5554850182623617,low,0,hill,0
54.391815942898226,1.4391815942898227,high,1,hill,1
